partido_id,temporada,jornada_num,local,visitante,h_win_rate_global,h_win_rate_last5,h_win_rate_home,h_win_rate_away,h_pts_fav_exp,h_pts_con_exp,h_set_win_rate,h_set_diff_exp,h_forma_home,h_forma_away,h_ultimo_set_diff,h_racha,h_n_partidos_hist,h_h2h_set_diff_exp,h_h2h_win_rate,a_win_rate_global,a_win_rate_last5,a_win_rate_home,a_win_rate_away,a_pts_fav_exp,a_pts_con_exp,a_set_win_rate,a_set_diff_exp,a_forma_home,a_forma_away,a_ultimo_set_diff,a_racha,a_n_partidos_hist,a_h2h_set_diff_exp,a_h2h_win_rate,diff_win_rate_global,diff_win_rate_last5,diff_set_win_rate,diff_set_diff_exp,diff_pts_fav_exp,diff_pts_con_exp,diff_racha,diff_ultimo_set_diff,diff_rank_season,diff_forma_efectiva,h_descanso,a_descanso,diff_descanso,h_rank_season,a_rank_season,gana_local
2025/2026_Grott_Padov_4Round,2025/2026,4.0,Padova,Grottazzolina,0.375,0.3333,0.4098,0.3514,1.1401,3.1617,0.4778,-2.0216,0.4,0.4,-3,-5,78,1.7,0.6429,0.3793,0.3333,0.4091,0.4118,2.5026,3.6334,0.4658,-1.1308,0.4,0.4,-3,-7,19,-1.3,0.3571,-0.004300000000000026,0.0,0.01200000000000001,-0.8907999999999998,-1.3625000000000003,-0.4716999999999998,2,0,7,0.0,1.0,0.0,1.0,17,24,1
2025/2026_Lagon_Porto_4Round,2025/2026,4.0,Lagonegro,Porto Viro,0.5366,0.6667,0.5429,0.5,4.6717,2.5616,0.5516,2.1101,0.6,0.5333,4,5,31,0.0,0.5,0.4773,0.4,0.5,0.45,3.7909,4.0926,0.5252,-0.3017,0.5333,0.4667,-1,-1,34,0.0,0.5,0.059299999999999964,0.26669999999999994,0.02639999999999998,2.4118,0.8808000000000002,-1.5310000000000001,6,5,10,0.13329999999999997,1.0,1.0,0.0,8,18,0
2025/2026_Lube_Padov_4Round,2025/2026,4.0,Lube,Padova,0.5341,0.6,0.5072,0.5862,3.6862,1.7536,0.5434,1.9326,0.6667,0.6,2,3,78,1.8,0.6111,0.382,0.4,0.4194,0.3514,1.7125,2.5971,0.4795,-0.8845,0.4667,0.4,2,1,79,-2.412,0.3889,0.1521,0.19999999999999996,0.06390000000000001,2.8171,1.9737,-0.8435000000000001,2,0,11,0.26669999999999994,0.0,0.0,0.0,1,12,1
2025/2026_Macer_Sorre_4Round,2025/2026,4.0,Macerata,Sorrento,0.5,0.4667,0.6154,0.35,4.0288,3.3857,0.5119,0.6431,0.5333,0.3333,6,1,26,0.0,0.5,0.5238,0.5333,0.4667,0.5625,4.0155,3.3674,0.5216,0.6482,0.4667,0.5333,2,2,11,0.0,0.5,-0.023800000000000043,-0.06659999999999999,-0.009699999999999931,-0.005099999999999993,0.01330000000000009,0.018299999999999983,-1,4,-7,0.0,1.0,1.0,0.0,19,12,0
2025/2026_Milan_Monza_4Round,2025/2026,4.0,Milano,Monza,0.4607,0.4667,0.4483,0.4878,2.0468,2.381,0.4765,-0.3341,0.5333,0.4667,2,1,79,-0.229,0.5,0.4713,0.4,0.386,0.6,1.7733,2.8817,0.523,-1.1083,0.4,0.4,-3,-1,77,-0.782,0.5,-0.010599999999999998,0.06669999999999998,-0.04650000000000004,0.7742,0.2735000000000001,-0.5007000000000001,2,5,15,0.13329999999999997,0.0,1.0,-1.0,4,19,1
2025/2026_Moden_Perug_4Round,2025/2026,4.0,Modena,Perugia,0.5057,0.6,0.5077,0.5,3.1416,1.4399,0.5118,1.7017,0.6,0.5333,2,4,77,-2.21,0.2778,0.6207,0.6667,0.5517,0.6324,3.2803,1.7264,0.4984,1.5539,0.6,0.6667,3,8,77,2.343,0.7222,-0.11499999999999999,-0.06669999999999998,0.013400000000000023,0.14779999999999993,-0.13870000000000005,-0.2865,-4,-1,0,-0.06669999999999998,1.0,1.0,0.0,2,2,0
2025/2026_Monza_Piace_4Round,2025/2026,4.0,Piacenza,Monza,0.5362,0.5333,0.4412,0.6,2.7278,2.414,0.499,0.3138,0.5333,0.5333,1,1,59,1.285,0.6111,0.4659,0.4,0.386,0.5854,1.6247,2.9335,0.5213,-1.3088,0.4,0.3333,-2,-2,78,-1.95,0.3889,0.07030000000000003,0.13329999999999997,-0.022299999999999986,1.6226,1.1030999999999997,-0.5194999999999999,3,3,14,0.2,0.0,0.0,0.0,5,19,1
2025/2026_Prata_Taran_4Round,2025/2026,4.0,Prata di Pordenone,Taranto,0.3636,0.4,0.4118,0.3784,2.6695,4.4015,0.4402,-1.732,0.4667,0.4,0,-4,34,0.0,0.5,0.45,0.4,0.5,0.45,2.9444,4.3403,0.4567,-1.3959,0.5,0.4,-4,-4,10,0.0,0.5,-0.08640000000000003,0.0,-0.016500000000000015,-0.33610000000000007,-0.2748999999999997,0.061200000000000365,0,4,0,0.06669999999999998,1.0,1.0,0.0,24,24,0
2025/2026_Trent_Veron_4Round,2025/2026,4.0,Trento,Verona,0.5632,0.6,0.5161,0.5758,2.8729,2.5795,0.4977,0.2934,0.5333,0.6,-4,-1,77,-1.566,0.3889,0.5465,0.6,0.5,0.5476,3.2579,1.9865,0.4768,1.2714,0.5,0.6,3,3,76,0.881,0.6111,0.016700000000000048,0.0,0.020899999999999974,-0.9780000000000001,-0.3849999999999998,0.593,-4,-7,2,-0.06669999999999998,1.0,1.0,0.0,6,8,1
2025/2026_Acica_Pinet_5Round,2025/2026,5.0,Acicastello,Pineto,0.6429,0.5333,0.6522,0.5333,4.1549,3.4148,0.5707,0.7401,0.5333,0.5333,0,-2,18,0.0,0.5,0.4211,0.4,0.5652,0.32,2.9812,4.4563,0.4474,-1.4751,0.6,0.4,-1,-3,28,0.0,0.5,0.22180000000000005,0.13329999999999997,0.12329999999999997,2.2152000000000003,1.1736999999999997,-1.0414999999999996,1,1,6,0.13329999999999997,1.0,1.0,0.0,13,19,1
2025/2026_Avers_Lagon_5Round,2025/2026,5.0,Aversa,Lagonegro,0.6098,0.6,0.5238,0.6333,3.934,3.114,0.5281,0.82,0.6,0.5333,0,-1,31,0.0,0.5,0.5238,0.6,0.5278,0.5,4.4407,3.4094,0.5466,1.0312,0.5333,0.5333,-2,-1,32,0.0,0.5,0.08599999999999997,0.0,-0.01849999999999996,-0.21119999999999994,-0.5066999999999995,-0.29540000000000033,0,2,0,0.06669999999999998,1.0,1.0,0.0,8,8,1
2025/2026_Bresc_Taran_5Round,2025/2026,5.0,Brescia,Taranto,0.5741,0.5333,0.5909,0.5,4.0644,3.9561,0.5244,0.1083,0.5333,0.5333,1,1,44,0.0,0.5,0.4762,0.4,0.5,0.4762,3.171,4.0375,0.4617,-0.8665,0.5,0.4,1,1,11,0.0,0.5,0.09790000000000004,0.13329999999999997,0.06269999999999998,0.9748,0.8934000000000002,-0.08139999999999947,0,0,10,0.13329999999999997,1.0,1.0,0.0,9,19,1
2025/2026_Cantù_Raven_5Round,2025/2026,5.0,Cantù,Ravenna,0.5472,0.5333,0.4667,0.6061,4.3555,3.3487,0.4987,1.0068,0.5333,0.4667,3,2,43,0.0,0.5,0.5526,0.6,0.5,0.5667,4.0724,3.2725,0.5335,0.7999,0.5333,0.5333,0,4,28,0.0,0.5,-0.00539999999999996,-0.06669999999999998,-0.0348,0.20689999999999986,0.28310000000000013,0.07620000000000005,-2,3,-7,0.0,1.0,1.0,0.0,14,7,0
2025/2026_Ciste_Moden_5Round,2025/2026,5.0,Cisterna,Modena,0.4167,0.4,0.4688,0.3571,2.2817,3.2962,0.516,-1.0146,0.4667,0.3571,-2,-2,26,-1.216,0.3889,0.5,0.6,0.5,0.5,3.3816,2.1887,0.5117,1.1929,0.6,0.5333,0,-1,78,0.89,0.6111,-0.08329999999999999,-0.19999999999999996,0.0042999999999999705,-2.2075,-1.0999000000000003,1.1075,-1,-2,-16,-0.06659999999999999,1.0,1.0,0.0,19,3,1
2025/2026_Ciste_Monza_5Round,2025/2026,5.0,Cisterna,Monza,0.4324,0.4667,0.4848,0.3571,2.5287,3.0274,0.5178,-0.4987,0.5333,0.3571,1,1,27,0.86,0.6111,0.4607,0.4,0.386,0.5714,1.2534,2.9697,0.5188,-1.7163,0.4,0.3333,-3,-3,79,-0.481,0.3889,-0.028299999999999992,0.06669999999999998,-0.0010000000000000009,1.2176,1.2753,0.057700000000000085,4,4,6,0.2,0.0,1.0,-1.0,14,20,1
2025/2026_Cuneo_Grott_5Round,2025/2026,5.0,Grottazzolina,Cuneo,0.3667,0.3333,0.4091,0.3889,2.2894,3.4949,0.4614,-1.2054,0.4,0.4,-2,-8,20,0.0,0.5,0.4091,0.4,0.5294,0.3333,2.5663,2.7951,0.5097,-0.2288,0.5333,0.3333,-1,-1,12,0.0,0.5,-0.04239999999999999,-0.06670000000000004,-0.048300000000000065,-0.9766,-0.2768999999999999,0.6997999999999998,-7,-1,-10,0.06670000000000004,1.0,1.0,0.0,25,15,0
2025/2026_Cuneo_Perug_5Round,2025/2026,5.0,Cuneo,Perugia,0.4348,0.4667,0.5294,0.375,2.7378,2.3951,0.5239,0.3427,0.5333,0.4,3,1,13,0.0,0.5,0.625,0.6667,0.5517,0.6377,3.4789,2.3895,0.4984,1.0894,0.6,0.6667,0,9,78,0.0,0.5,-0.19019999999999998,-0.19999999999999996,0.025500000000000023,-0.7466999999999999,-0.7410999999999999,0.005599999999999827,-8,3,-9,-0.13339999999999996,0.0,1.0,-1.0,10,1,0
2025/2026_Fano_Siena_5Round,2025/2026,5.0,Fano,Siena,0.3784,0.5333,0.5,0.3714,3.4912,4.0259,0.4216,-0.5347,0.5,0.4667,0,1,27,0.0,0.5,0.4375,0.4667,0.4375,0.4615,3.1426,4.2999,0.47,-1.1573,0.6,0.4,-3,-1,38,0.0,0.5,-0.059099999999999986,0.06659999999999999,-0.0484,0.6226,0.34860000000000024,-0.274,2,3,4,0.09999999999999998,1.0,1.0,0.0,16,20,0
2025/2026_Grott_Lube_5Round,2025/2026,5.0,Grottazzolina,Lube,0.3548,0.3333,0.3913,0.3889,1.9275,3.3946,0.4544,-1.4671,0.3333,0.4,-3,-9,21,-2.7,0.3571,0.5393,0.6,0.5143,0.5862,3.4973,1.3437,0.5456,2.1536,0.6667,0.6,3,4,79,2.3,0.6429,-0.1845,-0.2667,-0.09119999999999995,-3.6207000000000003,-1.5698,2.0509000000000004,-13,-6,-23,-0.2667,0.0,1.0,-1.0,25,2,0
2025/2026_Lube_Piace_5Round,2025/2026,5.0,Piacenza,Lube,0.5429,0.6,0.4571,0.6,2.8295,1.8379,0.5019,0.9916,0.6,0.5333,3,2,60,-1.265,0.3889,0.5444,0.6667,0.5143,0.6,3.3648,1.0551,0.5478,2.3097,0.6667,0.6,3,5,80,0.5,0.6111,-0.0014999999999999458,-0.06669999999999998,-0.04589999999999994,-1.3180999999999998,-0.5352999999999999,0.7828000000000002,-3,0,-2,0.0,1.0,0.0,1.0,3,1,1
2025/2026_Macer_Prata_5Round,2025/2026,5.0,Macerata,Prata di Pordenone,0.4865,0.4667,0.5926,0.35,3.7644,3.3096,0.5117,0.4549,0.4667,0.3333,0,-1,27,0.0,0.5,0.3556,0.3333,0.3889,0.3784,2.7981,4.2517,0.44,-1.4536,0.4667,0.4,-1,-5,35,0.0,0.5,0.13089999999999996,0.13340000000000002,0.07170000000000004,1.9085,0.9663000000000004,-0.9420999999999995,4,1,4,0.06669999999999998,1.0,1.0,0.0,21,25,1
2025/2026_Milan_Padov_5Round,2025/2026,5.0,Padova,Milano,0.3778,0.4,0.4194,0.3421,1.3136,2.7337,0.4773,-1.4201,0.4667,0.3333,-3,-1,80,-1.51,0.2778,0.4667,0.4667,0.4576,0.4878,2.348,2.0489,0.4782,0.2991,0.6,0.4667,2,2,80,1.49,0.7222,-0.08889999999999998,-0.06669999999999998,-0.0009000000000000119,-1.7191999999999998,-1.0343999999999998,0.6847999999999996,-3,-5,-12,0.0,1.0,1.0,0.0,16,4,0
2025/2026_Milan_Piace_5Round,2025/2026,5.0,Milano,Piacenza,0.4725,0.5333,0.4576,0.5,2.5589,2.0822,0.4791,0.4767,0.6,0.4667,1,3,81,-1.937,0.2778,0.5493,0.6,0.4722,0.6,2.9006,1.4316,0.5048,1.469,0.6,0.5333,3,3,61,1.957,0.7222,-0.07680000000000003,-0.06669999999999998,-0.0257,-0.9923000000000001,-0.3416999999999999,0.6505999999999998,0,-2,0,0.06669999999999998,0.0,0.0,0.0,3,3,0
2025/2026_Moden_Trent_5Round,2025/2026,5.0,Modena,Trento,0.4944,0.5333,0.5,0.4848,3.0175,2.4476,0.5108,0.57,0.6,0.5333,-1,-2,79,-1.922,0.3889,0.5682,0.6,0.5312,0.5758,3.4592,2.9876,0.4985,0.4716,0.5333,0.6,1,1,78,1.29,0.6111,-0.07380000000000003,-0.06669999999999998,0.012300000000000033,0.09839999999999993,-0.4417,-0.54,-3,-2,0,0.0,0.0,1.0,-1.0,5,5,1
2025/2026_Monza_Trent_5Round,2025/2026,5.0,Trento,Monza,0.5618,0.5333,0.5312,0.5672,2.8056,3.0076,0.4969,-0.202,0.5333,0.5333,-2,-1,79,1.474,0.6111,0.4556,0.4,0.386,0.5581,1.2584,2.9949,0.5172,-1.7365,0.4,0.3333,-2,-4,80,-1.208,0.3889,0.10619999999999996,0.13329999999999997,-0.020299999999999985,1.5345,1.5472000000000001,0.012700000000000156,3,0,16,0.2,0.0,0.0,0.0,6,22,1
2025/2026_Padov_Veron_5Round,2025/2026,5.0,Verona,Padova,0.5402,0.5333,0.5,0.5412,3.463,2.8372,0.4764,0.6258,0.5,0.5333,-1,-1,77,0.145,0.5,0.3736,0.4,0.4127,0.3421,1.5668,2.8293,0.4767,-1.2624,0.4667,0.3333,-1,-2,81,-0.431,0.5,0.16660000000000003,0.13329999999999997,-0.00030000000000002247,1.8881999999999999,1.8962,0.00790000000000024,1,0,6,0.16670000000000001,1.0,0.0,1.0,10,16,1
2025/2026_Perug_Veron_5Round,2025/2026,5.0,Perugia,Verona,0.6292,0.6667,0.5517,0.6429,3.352,1.7895,0.5008,1.5625,0.6,0.6667,3,10,79,2.069,0.6111,0.5455,0.6,0.5385,0.5412,3.341,2.1046,0.4788,1.2364,0.5385,0.5333,3,1,78,-1.59,0.3889,0.0837,0.06669999999999998,0.02200000000000002,0.32610000000000006,0.010999999999999677,-0.31509999999999994,9,0,7,0.06669999999999998,0.0,0.0,0.0,1,8,0
2025/2026_Porto_Sorre_5Round,2025/2026,5.0,Porto Viro,Sorrento,0.4889,0.4667,0.5,0.4762,4.2882,4.0341,0.5272,0.2541,0.5333,0.4667,2,1,35,0.0,0.5,0.5455,0.5333,0.4667,0.5882,3.7938,3.3213,0.521,0.4725,0.4667,0.5333,0,3,12,0.0,0.5,-0.056599999999999984,-0.06659999999999999,0.006199999999999983,-0.21839999999999998,0.49439999999999973,0.7127999999999997,-2,2,-5,0.0,1.0,1.0,0.0,16,11,1
2025/2026_Acica_Bresc_6Round,2025/2026,6.0,Acicastello,Brescia,0.6552,0.5333,0.6667,0.5333,4.0654,3.3408,0.5708,0.7245,0.5333,0.5333,1,1,19,0.0,0.5,0.5818,0.6,0.6,0.5,4.5103,3.2069,0.5297,1.3034,0.6,0.5333,5,2,45,0.0,0.5,0.07340000000000002,-0.06669999999999998,0.041100000000000025,-0.5788999999999999,-0.44489999999999963,0.13390000000000013,-1,-4,-2,0.0,1.0,1.0,0.0,11,9,1
2025/2026_Avers_Pinet_6Round,2025/2026,6.0,Aversa,Pineto,0.619,0.6,0.5455,0.6333,4.3775,3.3419,0.5302,1.0356,0.6,0.5333,2,1,32,0.0,0.5,0.4103,0.4,0.5652,0.3077,3.0219,4.287,0.4469,-1.2651,0.6,0.4,-1,-4,29,0.0,0.5,0.2087,0.19999999999999996,0.08329999999999999,2.3007,1.3556000000000004,-0.9451,5,3,13,0.19999999999999996,1.0,1.0,0.0,9,22,1
2025/2026_Cantù_Taran_6Round,2025/2026,6.0,Cantù,Taranto,0.537,0.4667,0.4516,0.6061,4.2236,3.5158,0.4988,0.7078,0.4667,0.4667,0,-1,44,0.0,0.5,0.4545,0.4,0.5,0.4545,2.8509,4.3007,0.4479,-1.4498,0.5,0.4,-5,-1,12,0.0,0.5,0.08250000000000002,0.06669999999999998,0.0509,2.1576,1.3727,-0.7848999999999999,0,5,5,0.06669999999999998,1.0,1.0,0.0,17,22,1
2025/2026_Ciste_Monza_6Round,2025/2026,6.0,Monza,Cisterna,0.4505,0.3333,0.386,0.5455,0.9941,3.0124,0.5148,-2.0183,0.4,0.3333,-3,-5,81,-0.481,0.3889,0.4474,0.5333,0.5,0.3571,2.7029,2.6132,0.5214,0.0896,0.5333,0.3571,2,2,28,0.86,0.6111,0.0030999999999999917,-0.2,-0.006599999999999939,-2.1079,-1.7088,0.3992,-7,-5,-10,0.04290000000000005,1.0,1.0,0.0,22,12,0
2025/2026_Ciste_Padov_6Round,2025/2026,6.0,Padova,Cisterna,0.3696,0.4,0.4127,0.3333,1.2091,2.8961,0.4744,-1.6871,0.4667,0.3333,-3,-3,82,2.063,0.7222,0.4615,0.5333,0.5,0.4,2.8253,2.5389,0.523,0.2864,0.5333,0.4,1,3,29,-2.043,0.2778,-0.09190000000000004,-0.13329999999999997,-0.04860000000000003,-1.9735,-1.6161999999999999,0.3572000000000002,-6,-4,-8,0.06669999999999998,1.0,0.0,1.0,18,10,1
2025/2026_Cuneo_Trent_6Round,2025/2026,6.0,Cuneo,Trento,0.4167,0.4667,0.5,0.375,2.3367,2.6141,0.5094,-0.2774,0.4667,0.4,-3,-1,14,0.0,0.5,0.5667,0.5333,0.5455,0.5672,2.8799,2.2215,0.4992,0.6584,0.5333,0.5333,3,1,80,0.0,0.5,-0.14999999999999997,-0.06659999999999999,0.010199999999999987,-0.9358,-0.5432000000000001,0.3926000000000003,-2,-6,-9,-0.06659999999999999,1.0,1.0,0.0,13,4,0
2025/2026_Cuneo_Veron_6Round,2025/2026,6.0,Verona,Cuneo,0.5506,0.6,0.5385,0.5465,3.2554,2.1223,0.4798,1.133,0.5385,0.5333,1,2,79,0.0,0.5,0.4,0.4667,0.4737,0.375,2.2123,2.772,0.5,-0.5597,0.4667,0.4,-2,-2,15,0.0,0.5,0.15059999999999996,0.13329999999999997,-0.020199999999999996,1.6926999999999999,1.0431,-0.6496999999999997,4,3,6,0.13849999999999996,1.0,0.0,1.0,7,13,1
2025/2026_Fano_Prata_6Round,2025/2026,6.0,Fano,Prata di Pordenone,0.3684,0.4667,0.4615,0.3714,3.1621,4.4242,0.417,-1.2621,0.4615,0.4667,-4,-1,28,0.0,0.5,0.3478,0.3333,0.3889,0.3684,2.8882,4.1468,0.4397,-1.2586,0.4667,0.4,-1,-6,36,0.0,0.5,0.020600000000000007,0.13340000000000002,-0.022699999999999998,-0.0035000000000000586,0.27390000000000025,0.2774000000000001,5,-3,6,0.0615,1.0,1.0,0.0,19,25,0
2025/2026_Grott_Milan_6Round,2025/2026,6.0,Milano,Grottazzolina,0.4674,0.5333,0.45,0.5,1.9044,2.3725,0.4769,-0.468,0.6,0.4667,-3,-1,82,3.0,0.6429,0.3438,0.3333,0.375,0.3889,1.6609,3.3219,0.4475,-1.661,0.3333,0.4,-3,-10,22,-3.0,0.3571,0.12359999999999999,0.2,0.02939999999999998,1.193,0.24350000000000005,-0.9493999999999998,9,0,21,0.19999999999999996,1.0,1.0,0.0,5,26,1
2025/2026_Grott_Piace_6Round,2025/2026,6.0,Piacenza,Grottazzolina,0.5556,0.6,0.4722,0.6087,2.9503,1.1446,0.5077,1.8056,0.6,0.6,3,4,62,3.0,0.6429,0.3333,0.3333,0.375,0.3684,1.463,3.2689,0.4407,-1.806,0.3333,0.3333,-3,-11,23,-3.0,0.3571,0.2223,0.2667,0.06700000000000006,3.6116,1.4872999999999998,-2.1243,15,6,25,0.2667,1.0,0.0,1.0,1,26,1
2025/2026_Lagon_Raven_6Round,2025/2026,6.0,Lagonegro,Ravenna,0.5116,0.5333,0.5278,0.4706,4.2783,4.0116,0.5419,0.2666,0.5333,0.5333,-2,-2,33,0.0,0.5,0.5641,0.6667,0.5,0.5806,4.0158,3.4507,0.5326,0.5651,0.5333,0.6,0,5,29,0.0,0.5,-0.05249999999999999,-0.13339999999999996,0.009300000000000086,-0.29850000000000004,0.2625000000000002,0.5608999999999997,-7,-2,-5,-0.06669999999999998,1.0,1.0,0.0,13,8,1
2025/2026_Lube_Perug_6Round,2025/2026,6.0,Lube,Perugia,0.5385,0.6,0.5143,0.5806,2.4705,1.6527,0.5452,0.8179,0.6667,0.5333,-3,-1,81,-0.727,0.3889,0.6222,0.6,0.5333,0.6429,2.9962,2.1676,0.5,0.8286,0.5333,0.6667,-1,-1,80,0.614,0.6111,-0.0837,0.0,0.04520000000000002,-0.010700000000000043,-0.5257000000000001,-0.5149000000000001,0,-2,0,0.0,1.0,1.0,0.0,2,2,0
2025/2026_Lube_Veron_6Round,2025/2026,6.0,Lube,Verona,0.5326,0.5333,0.507,0.5806,2.1099,2.0714,0.5434,0.0385,0.6,0.5333,-2,-2,82,2.657,0.7222,0.5556,0.6,0.5714,0.5465,3.1951,1.6009,0.4822,1.5942,0.5714,0.5333,3,3,80,-2.79,0.2778,-0.02300000000000002,-0.06669999999999998,0.06119999999999998,-1.5557,-1.0852,0.47050000000000014,-5,-5,3,0.06669999999999998,0.0,0.0,0.0,3,6,1
2025/2026_Macer_Porto_6Round,2025/2026,6.0,Macerata,Porto Viro,0.5,0.4667,0.6071,0.35,3.7973,3.2548,0.513,0.5426,0.5333,0.3333,1,1,28,0.0,0.5,0.5,0.5333,0.5143,0.4762,4.6421,3.524,0.5319,1.1181,0.6,0.4667,4,2,36,0.0,0.5,0.0,-0.06659999999999999,-0.018900000000000028,-0.5755000000000001,-0.8448000000000002,-0.2692000000000001,-1,-3,-5,0.06659999999999999,1.0,1.0,0.0,19,14,1
2025/2026_Milan_Trent_6Round,2025/2026,6.0,Trento,Milano,0.5714,0.5333,0.5455,0.5735,2.9318,1.9362,0.5008,0.9956,0.5333,0.5333,2,2,81,1.74,0.6111,0.4731,0.6,0.459,0.5,2.2477,1.7726,0.4793,0.4752,0.6,0.4667,3,1,83,-0.942,0.3889,0.0983,-0.06669999999999998,0.02150000000000002,0.5204,0.6840999999999999,0.16359999999999997,1,-1,0,0.06659999999999999,0.0,0.0,0.0,4,4,1
2025/2026_Moden_Monza_6Round,2025/2026,6.0,Monza,Modena,0.4457,0.3333,0.3793,0.5455,1.3424,3.0245,0.5139,-1.6821,0.4,0.3333,-1,-6,82,0.647,0.6111,0.5,0.5333,0.5075,0.4848,3.0284,2.0956,0.5123,0.9329,0.6,0.5333,2,1,80,-1.565,0.3889,-0.054300000000000015,-0.2,0.0016000000000000458,-2.6149999999999998,-1.686,0.9289000000000001,-7,-3,-16,-0.13329999999999997,0.0,1.0,-1.0,22,6,1
2025/2026_Moden_Padov_6Round,2025/2026,6.0,Modena,Padova,0.4945,0.4667,0.5075,0.4706,2.2348,2.382,0.51,-0.1472,0.6,0.4667,-3,-1,81,2.49,0.7222,0.3763,0.4667,0.4219,0.3333,1.7603,2.6751,0.4754,-0.9148,0.4667,0.3333,1,1,83,-2.51,0.2778,0.11819999999999997,0.0,0.03460000000000002,0.7676,0.4744999999999999,-0.2930999999999999,-2,-4,8,0.2667,0.0,0.0,0.0,6,14,1
2025/2026_Perug_Piace_6Round,2025/2026,6.0,Piacenza,Perugia,0.5616,0.6667,0.4865,0.6087,2.9848,0.9414,0.5106,2.0435,0.6,0.6,3,5,63,-1.763,0.2778,0.6264,0.6,0.5333,0.6479,3.0133,1.8984,0.5016,1.1149,0.5333,0.6667,2,1,81,1.896,0.7222,-0.06479999999999997,0.06669999999999998,0.009000000000000008,0.9285999999999999,-0.028500000000000192,-0.9570000000000001,4,1,0,-0.06669999999999998,0.0,0.0,0.0,1,1,0
2025/2026_Siena_Sorre_6Round,2025/2026,6.0,Siena,Sorrento,0.449,0.4667,0.4375,0.4815,3.8453,3.7047,0.476,0.1406,0.6,0.4667,4,1,39,0.0,0.5,0.5217,0.5333,0.4667,0.5556,3.4586,3.7942,0.5086,-0.3355,0.4667,0.4667,-4,-1,13,0.0,0.5,-0.07270000000000004,-0.06659999999999999,-0.03260000000000007,0.4761,0.3866999999999998,-0.08950000000000014,2,8,-6,0.13329999999999997,1.0,1.0,0.0,20,14,0
2025/2026_Acica_Lagon_7Round,2025/2026,7.0,Acicastello,Lagonegro,0.6667,0.5333,0.68,0.5333,4.4026,3.2865,0.5743,1.1161,0.5333,0.5333,3,2,20,0.0,0.5,0.5227,0.5333,0.5405,0.4706,4.628,3.281,0.5487,1.347,0.6,0.5333,5,1,34,0.0,0.5,0.1439999999999999,0.0,0.025600000000000067,-0.23089999999999988,-0.2254000000000005,0.00550000000000006,1,-2,0,0.0,1.0,1.0,0.0,10,10,1
2025/2026_Avers_Porto_7Round,2025/2026,7.0,Aversa,Porto Viro,0.6279,0.6,0.5652,0.6333,4.6942,2.5826,0.5387,2.1116,0.6,0.5333,6,2,33,0.0,0.5,0.4894,0.5333,0.5143,0.4545,3.7137,4.1072,0.5248,-0.3936,0.6,0.4667,-5,-1,37,0.0,0.5,0.1385,0.06669999999999998,0.013899999999999912,2.5052000000000003,0.9805000000000006,-1.5246,3,11,7,0.13329999999999997,1.0,1.0,0.0,8,15,1
2025/2026_Bresc_Macer_7Round,2025/2026,7.0,Brescia,Macerata,0.5714,0.5333,0.6,0.4762,4.0867,3.91,0.5257,0.1767,0.6,0.4667,-3,-1,46,0.0,0.5,0.5128,0.5333,0.6207,0.35,4.2676,2.769,0.5207,1.4987,0.5333,0.3333,5,2,29,0.0,0.5,0.058599999999999985,0.0,0.004999999999999893,-1.3219999999999998,-0.1808999999999994,1.141,-3,-8,4,0.2667,1.0,1.0,0.0,11,15,0
2025/2026_Cantù_Fano_7Round,2025/2026,7.0,Cantù,Fano,0.5455,0.5333,0.4688,0.6061,4.1313,3.3883,0.5,0.743,0.5333,0.4667,1,1,45,0.0,0.5,0.359,0.4,0.4286,0.3714,3.1496,4.0412,0.4185,-0.8916,0.4286,0.4667,0,-2,29,0.0,0.5,0.1865,0.13329999999999997,0.08150000000000002,1.6345999999999998,0.9817000000000005,-0.6528999999999998,3,1,4,0.06659999999999999,1.0,1.0,0.0,16,20,1
2025/2026_Ciste_Milan_7Round,2025/2026,7.0,Cisterna,Milano,0.45,0.5333,0.5,0.375,2.686,2.7088,0.5207,-0.0228,0.5333,0.4,-1,-1,30,-2.7,0.2778,0.4681,0.5333,0.459,0.4884,1.6839,2.1552,0.477,-0.4712,0.6,0.4,-3,-1,84,2.853,0.7222,-0.018100000000000005,0.0,0.04370000000000007,0.4484,1.0021,0.5536000000000003,0,2,-6,0.13329999999999997,1.0,1.0,0.0,11,5,0
2025/2026_Ciste_Veron_7Round,2025/2026,7.0,Cisterna,Verona,0.439,0.5333,0.4857,0.375,2.1316,2.8282,0.515,-0.6966,0.5333,0.4,-3,-2,31,-2.58,0.2778,0.5495,0.5333,0.5714,0.5402,2.3516,2.0352,0.4799,0.3164,0.5714,0.5333,-3,-1,81,2.314,0.7222,-0.11049999999999999,0.0,0.03510000000000002,-1.013,-0.21999999999999975,0.7929999999999997,-1,0,-4,0.0,0.0,1.0,-1.0,11,7,0
2025/2026_Cuneo_Moden_7Round,2025/2026,7.0,Cuneo,Modena,0.3846,0.4,0.4737,0.3529,1.9292,2.8849,0.4866,-0.9557,0.4667,0.4,-3,-3,16,0.0,0.5,0.5,0.4667,0.5147,0.4706,2.4794,1.7804,0.5122,0.699,0.6,0.4667,3,1,82,0.0,0.5,-0.1154,-0.06669999999999998,-0.02560000000000001,-1.6547,-0.5502,1.1045,-4,-6,-11,0.0,1.0,1.0,0.0,17,6,0
